EMPLOYER_NORM,TICKER,EXCHANGE,LISTED_NAME,MATCH_TYPE,MATCH_SCORE,TOTAL_PETITIONS
TRANSUNION LLC,TRU,NYSE,TransUnion,search,100.0,1180
HEADSTRONG SERVICES LLC,nan,nan,nan,not_traded,0.0,1176
ZOOX INC.,AMZN,NASDAQ,"Amazon.com, Inc.",manual,100.0,1175
CHILDREN'S HOSPITAL CORPORATION,nan,nan,nan,not_traded,0.0,1175
"SPOTIFY USA, INC.",SPOT,NYSE,Spotify Technology S.A.,manual,100.0,1169
HENRY FORD HEALTH SYSTEM,nan,nan,nan,not_traded,0.0,1166
ROCKWELL COLLINS INC.,RTX,NYSE,RTX Corporation,manual,100.0,1164
MAPLEBEAR INC.,CART,NASDAQ,Maplebear Inc.,listing,100.0,1161
MPG OPERATIONS LLC,nan,nan,nan,not_traded,0.0,1159
SYNAPSIS INC,nan,nan,nan,not_traded,0.0,1152
UNIVERSITY OF COLORADO,nan,nan,nan,not_traded,0.0,1151
APTIV CORPORATION,APTV,NYSE,Aptiv PLC,manual,100.0,1150
"COINBASE, INC.",COIN,NASDAQ,"Coinbase Global, Inc. - 3",listing,100.0,1149
"FORTINET, INC.",FTNT,NASDAQ,"Fortinet, Inc.",listing,100.0,1148
VIRGINIA POLYTECHNIC INSTITUTE & STATE UNIVERSITY,nan,nan,nan,not_traded,0.0,1144
"RUTGERS, THE STATE UNIVERSITY OF NEW JERSEY",nan,nan,nan,not_traded,0.0,1141
TECHNOSOFT CORPORATION,nan,nan,nan,not_traded,0.0,1140
DANA-FARBER CANCER INSTITUTE,nan,nan,nan,not_traded,0.0,1132
"ARM, INC.",ARM,NASDAQ,Arm Holdings plc,listing,100.0,1131
EFICENS SYSTEMS LLC,nan,nan,nan,not_traded,0.0,1126
THE BANK OF NEW YORK MELLON,BK,NYSE,The Bank of New York Mellon Cor,search,100.0,1122
SAPIENT CORPORATION,nan,nan,nan,not_traded,0.0,1119
"DEUTSCHE BANK SECURITIES, INC.",DB,NYSE,Deutsche Bank AG,manual,100.0,1117
JEFFERIES LLC,JEF,NYSE,Jefferies Financial Group Inc.,search,100.0,1114
GP TECHNOLOGIES LLC,nan,nan,nan,not_traded,0.0,1111
EFICENS SYSTEMS INC,nan,nan,nan,not_traded,0.0,1110
INDIANA UNIVERSITY,nan,nan,nan,not_traded,0.0,1108
"MOTOROLA SOLUTIONS, INC.",MSI,NYSE,"Motorola Solutions, Inc.",search,100.0,1108
NUTANIX INC.,NTNX,NASDAQ,"Nutanix, Inc.",listing,100.0,1108
COFORGE LIMITED,nan,nan,nan,not_traded,0.0,1107
THERMO FISHER SCIENTIFIC INC.,TMO,NYSE,Thermo Fisher Scientific Inc,search,100.0,1105
DOCUSIGN INC.,DOCU,NASDAQ,"DocuSign, Inc.",listing,100.0,1101
ASTRAZENECA PHARMACEUTICALS LP,AZN,NYSE,AstraZeneca PLC,manual,100.0,1093
CVS PHARMACY INC.,CVS,NYSE,CVS Health Corporation,manual,100.0,1093
"ILLUMINA, INC.",ILMN,NASDAQ,"Illumina, Inc.",listing,100.0,1089
CITIGROUP GLOBAL MARKETS INC.,C,NYSE,"Citigroup, Inc.",manual,100.0,1088
IOWA STATE UNIVERSITY OF SCIENCE AND TECHNOLOGY,nan,nan,nan,not_traded,0.0,1080
"MIRACLE SOFTWARE SYSTEMS, INC.",nan,nan,nan,not_traded,0.0,1079
"ROKU, INC.",ROKU,NASDAQ,"Roku, Inc.",listing,100.0,1076
"SAMSUNG ELECTRONICS AMERICA, INC.",nan,nan,nan,not_traded,0.0,1075
CIGNA-EVERNORTH SERVICES INC.,CI,NYSE,The Cigna Group,manual,100.0,1074
ROBERT BOSCH LLC,nan,nan,nan,not_traded,0.0,1071
LAWRENCE BERKELEY NATIONAL LABORATORY,nan,nan,nan,not_traded,0.0,1068
NORTHWESTERN MUTUAL LIFE INSURANCE COMPANY,nan,nan,nan,not_traded,0.0,1068
"COX AUTOMOTIVE CORPORATE SERVICES, LLC",nan,nan,nan,not_traded,0.0,1065
SCHLUMBERGER TECHNOLOGY CORPORATION,SLB,NYSE,SLB Limited,manual,100.0,1063
"STAPLES, INC.",nan,nan,nan,not_traded,0.0,1062
GEORGIA INSTITUTE OF TECHNOLOGY,nan,nan,nan,not_traded,0.0,1055
NORTH CAROLINA STATE UNIVERSITY,nan,nan,nan,not_traded,0.0,1052
BARCLAYS SERVICES LLC,BCS,NYSE,Barclays PLC,manual,100.0,1051
ECLINICALWORKS LLC,nan,nan,nan,not_traded,0.0,1051
CHARTER COMMUNICATIONS INC.,CHTR,NASDAQ,"Charter Communications, Inc.",listing,100.0,1050
"GENENTECH, INC.",nan,nan,nan,not_traded,0.0,1046
"MITCHELL/MARTIN, INC.",nan,nan,nan,not_traded,0.0,1046
"DENKEN SOLUTIONS, INC.",nan,nan,nan,not_traded,0.0,1042
AMAZON ADVERTISING LLC,LAMR,NASDAQ,Lamar Advertising Company,listing,85.0,1041
THE CHILDREN'S HOSPITAL OF PHILADELPHIA,nan,nan,nan,not_traded,0.0,1040
INFORMATICA LLC,INFA,nan,nan,manual,100.0,1039
"RED HAT, INC.",IBM,NYSE,International Business Machines,manual,100.0,1038
"KPIT TECHNOLOGIES, INC.",nan,nan,nan,not_traded,0.0,1033
UNIVERSITY OF NORTH CAROLINA AT CHAPEL HILL,nan,nan,nan,not_traded,0.0,1030
DXC TECHNOLOGY SERVICES LLC,MAPS,NASDAQ,"WM Technology, Inc.",listing,86.0,1027
"PEOPLE TECH GROUP, INC",nan,nan,nan,not_traded,0.0,1026
"IRIS SOFTWARE, INC.",nan,nan,nan,not_traded,0.0,1023
"NAGARRO, INC",nan,nan,nan,not_traded,0.0,1022
BOARD OF REGENTS OF THE UNIVERSITY OF NEBRASKA,nan,nan,nan,not_traded,0.0,1018
UNIVERSITY OF MARYLAND COLLEGE PARK,nan,nan,nan,not_traded,0.0,1017
ORION SYSTEMS INTEGRATORS LLC,nan,nan,nan,not_traded,0.0,1006
"SRS CONSULTING, INC.",nan,nan,nan,not_traded,0.0,1004
EPSILON DATA MANAGEMENT LLC,nan,nan,nan,not_traded,0.0,1002
UNIVERSITY OF MIAMI,nan,nan,nan,not_traded,0.0,1001
"ZENSAR TECHNOLOGIES, INC.",nan,nan,nan,not_traded,0.0,997
"ARISTA NETWORKS, INC.",ANET,NYSE,"Arista Networks, Inc.",search,100.0,996
INDIANA UNIVERSITY PURDUE UNIVERSITY INDIANAPOLIS,nan,nan,nan,not_traded,0.0,994
"EVERNORTH ENTERPRISE SERVICES, INC.",CI,NYSE,The Cigna Group,manual,100.0,994
VISTA APPLIED SOLUTIONS GROUP INC,nan,nan,nan,not_traded,0.0,986
HOWARD HUGHES MEDICAL INSTITUTE,nan,nan,nan,not_traded,0.0,986
HITACHI VANTARA LLC,nan,nan,nan,not_traded,0.0,985
"BECTON, DICKINSON AND COMPANY",BDX,NYSE,"Becton, Dickinson and Company",search,100.0,984
"MOODY'S ANALYTICS, INC.",MCO,NYSE,Moody's Corporation,manual,100.0,978
3D TECHNOLOGIES LLC,nan,nan,nan,not_traded,0.0,974
MICROCHIP TECHNOLOGY INC.,MCHP,NASDAQ,Microchip Technology Incorporat,listing,100.0,971
"GODADDY.COM, LLC",GDDY,NYSE,GoDaddy Inc.,manual,100.0,970
ROBLOX CORPORATION,RBLX,NYSE,Roblox Corporation,search,100.0,970
CLOUD BIG DATA TECHNOLOGIES LLC,nan,nan,nan,not_traded,0.0,970
"AUDIBLE, INC.",AMZN,NASDAQ,"Amazon.com, Inc.",manual,100.0,969
"ELECTRONIC ARTS, INC.",EA,NASDAQ,Electronic Arts Inc.,listing,100.0,965
HUGHES NETWORK SYSTEMS LLC,nan,nan,nan,not_traded,0.0,963
"EQUINIX, INC.",EQIX,NASDAQ,"Equinix, Inc.",listing,100.0,962
CARNEGIE MELLON UNIVERSITY,nan,nan,nan,not_traded,0.0,959
MONTEFIORE MEDICAL CENTER,nan,nan,nan,not_traded,0.0,957
NORTHWELL HEALTH,nan,nan,nan,not_traded,0.0,957
"QUALCOMM INNOVATION CENTER, INC.",QCOM,NASDAQ,QUALCOMM Incorporated,listing,100.0,956
TRUSTEES OF BOSTON UNIVERSITY,nan,nan,nan,not_traded,0.0,954
MCKESSON CORPORATION,MCK,NYSE,McKesson Corporation,search,100.0,953
CYBERTHINK INC,nan,nan,nan,not_traded,0.0,951
"OKTA, INC.",OKTA,NASDAQ,"Okta, Inc.",listing,100.0,950
CYBERSOURCE CORPORATION,V,NYSE,Visa Inc.,manual,100.0,949
VERTEX PHARMACEUTICALS INCORPORATED,VRTX,NASDAQ,Vertex Pharmaceuticals Incorpor,manual,100.0,948
AXTRIA INC,nan,nan,nan,not_traded,0.0,947
"TAVANT TECHNOLOGIES, INC.",nan,nan,nan,not_traded,0.0,944
THE UNIVERSITY OF ARIZONA,nan,nan,nan,not_traded,0.0,944
"TRIAD NATIONAL SECURITY, LLC",nan,nan,nan,not_traded,0.0,943
UNIVERSITY OF ROCHESTER,nan,nan,nan,not_traded,0.0,943
COLLABORATE SOLUTIONS INC.,nan,nan,nan,not_traded,0.0,931
CINCINNATI CHILDREN'S HOSPITAL MEDICAL CENTER,nan,nan,nan,not_traded,0.0,931
"PPD DEVELOPMENT, L.P.",TMO,NYSE,Thermo Fisher Scientific Inc,manual,100.0,930
"SAMSUNG SEMICONDUCTOR, INC.",nan,nan,nan,not_traded,0.0,929
XORIANT CORPORATION,nan,nan,nan,not_traded,0.0,928
ARTIFINT TECHNOLOGIES LLC,nan,nan,nan,not_traded,0.0,925
"DELTA AIR LINES, INC.",DAL,NYSE,"Delta Air Lines, Inc.",search,100.0,924
DISH NETWORK LLC,nan,nan,nan,not_traded,0.0,923
"SAP LABS, LLC",SAP,NYSE,SAP  SE,manual,100.0,923
VCLOUD TECHNOLOGY GROUP LLC,nan,nan,nan,not_traded,0.0,922
"MASTERCARD TECHNOLOGIES, LLC",MA,NYSE,Mastercard Incorporated,manual,100.0,921
QUADRANT RESOURCE LLC,nan,nan,nan,not_traded,0.0,905
THE UNIVERSITY OF TEXAS HEALTH SCIENCE CENTER AT HOUSTON,nan,nan,nan,not_traded,0.0,905
UNIVERSITY OF KENTUCKY,nan,nan,nan,not_traded,0.0,905
"AFFIRM, INC.",AFRM,NASDAQ,"Affirm Holdings, Inc.",listing,100.0,903
MILWAUKEE BOARD OF SCHOOL DIRECTORS,nan,nan,nan,not_traded,0.0,902
"TUSIMPLE, INC.",nan,nan,nan,not_traded,0.0,902
BROOKHAVEN NATIONAL LABORATORY,nan,nan,nan,not_traded,0.0,899
RELIABLE SOFTWARE RESOURCES,nan,nan,nan,not_traded,0.0,899
"YASH TECHNOLOGIES, INC",nan,nan,nan,not_traded,0.0,898
OREGON HEALTH & SCIENCE UNIVERSITY,nan,nan,nan,not_traded,0.0,896
"ANTRA, INC.",nan,nan,nan,not_traded,0.0,893
SIRIUS XM RADIO INC.,SIRI,NASDAQ,SiriusXM Holdings Inc.,manual,100.0,892
"ZSCALER, INC.",ZS,NASDAQ,"Zscaler, Inc.",listing,100.0,889
"SAMSUNG AUSTIN SEMICONDUCTOR, L.L.C.",nan,nan,nan,not_traded,0.0,887
"AECOM TECHNICAL SERVICES, INC.",ACM,NYSE,AECOM,manual,100.0,886
MACHINE LEARNING TECHNOLOGIES LLC,nan,nan,nan,not_traded,0.0,886
"PAYCOM PAYROLL, LLC",PAYC,NYSE,"Paycom Software, Inc.",manual,100.0,884
CREDIT SUISSE SERVICES (USA) LLC,UBS,NYSE,UBS Group AG Registered,manual,100.0,882
ROBOTICS TECHNOLOGIES LLC,nan,nan,nan,not_traded,0.0,882
BLOCKCHAIN TECHNOLOGIES LLC,nan,nan,nan,not_traded,0.0,880
AUTOMATION TECHNOLOGIES LLC,nan,nan,nan,not_traded,0.0,877
"DIVERSANT, LLC",nan,nan,nan,not_traded,0.0,877
"REGENERON PHARMACEUTICALS, INC.",REGN,NASDAQ,"Regeneron Pharmaceuticals, Inc.",listing,100.0,876
THE VANGUARD GROUP,nan,nan,nan,not_traded,0.0,873
"MACY'S SYSTEMS AND TECHNOLOGY, INC.",M,NYSE,Macy's Inc,manual,100.0,871
"ITC INFOTECH (USA), INC.",nan,nan,nan,not_traded,0.0,862
VERIDIC SOLUTIONS LLC,nan,nan,nan,not_traded,0.0,861
VMWARE INC.,AVGO,NASDAQ,Broadcom Inc.,manual,100.0,861
CSC COVANSYS CORPORATION,DXC,NYSE,DXC Technology Company,manual,100.0,858
HEALTH CARE SERVICE CORPORATION,nan,nan,nan,not_traded,0.0,857
"ATLASSIAN US, INC.",TEAM,NASDAQ,Atlassian Corporation,listing,100.0,853
PERSISTENT SYSTEMS LIMITED,nan,nan,nan,not_traded,0.0,852
THE PRUDENTIAL INSURANCE COMPANY OF AMERICA,nan,nan,nan,not_traded,0.0,851
"CIGNITI TECHNOLOGIES, INC.",nan,nan,nan,not_traded,0.0,848
HONEYWELL INTERNATIONAL INC.,HON,NASDAQ,Honeywell International Inc.,listing,100.0,846
"INTONE NETWORKS, INC.",nan,nan,nan,not_traded,0.0,846
UNIVERSITY OF MARYLAND BALTIMORE,nan,nan,nan,not_traded,0.0,846
UNIVERSITY OF COLORADO DENVER,nan,nan,nan,not_traded,0.0,843
"BOSTON CONSULTING GROUP, INC.",nan,nan,nan,not_traded,0.0,839
UNIVERSITY OF ARKANSAS FOR MEDICAL SCIENCES,nan,nan,nan,not_traded,0.0,838
CONCENTRIX CVG CUSTOMER MANAGEMENT GROUP INC.,CNXC,NASDAQ,Concentrix Corporation,listing,100.0,837
"PAMTEN, INC.",nan,nan,nan,not_traded,0.0,836
CALIFORNIA INSTITUTE OF TECHNOLOGY,nan,nan,nan,not_traded,0.0,834
TOTAL SYSTEM SERVICES LLC,nan,nan,nan,not_traded,0.0,832
"STRATEGIC SYSTEMS, INC.",nan,nan,nan,not_traded,0.0,828
"CITICORP CREDIT SERVICES, INC. (USA)",nan,nan,nan,not_traded,0.0,827
INFOCONS INC,nan,nan,nan,not_traded,0.0,827
DATA SCIENCE TECHNOLOGIES LLC,nan,nan,nan,not_traded,0.0,826
"METLIFE GROUP, INC.",MET,NYSE,"MetLife, Inc.",search,100.0,825
E-GIANTS TECHNOLOGIES LLC,nan,nan,nan,not_traded,0.0,825
SAGE IT INC,nan,nan,nan,not_traded,0.0,824
CARDINAL HEALTH,CAH,NYSE,"Cardinal Health, Inc.",search,100.0,822
"ZIMMER, INC.",ZBH,NYSE,"Zimmer Biomet Holdings, Inc.",search,100.0,822
NORTHEASTERN UNIVERSITY,nan,nan,nan,not_traded,0.0,821
"THE PNC FINANCIAL SERVICES GROUP, INC.",PNC,NYSE,"PNC Financial Services Group, I",manual,100.0,821
UNIVERSITY OF ILLINOIS AT CHICAGO,nan,nan,nan,not_traded,0.0,820
OREGON STATE UNIVERSITY,nan,nan,nan,not_traded,0.0,817
"SCHNEIDER ELECTRIC USA, INC.",nan,nan,nan,not_traded,0.0,816
SPLUNK INC.,CSCO,NASDAQ,"Cisco Systems, Inc.",manual,100.0,815
"AMDOCS, INC.",DOX,NASDAQ,Amdocs Limited,listing,100.0,814
"MANHATTAN ASSOCIATES, INC.",MANH,NASDAQ,"Manhattan Associates, Inc.",listing,100.0,813
MACHINE INTELLIGENCE TECHNOLOGIES LLC,nan,nan,nan,not_traded,0.0,810
"TIGER ANALYTICS, INC.",nan,nan,nan,not_traded,0.0,810
BLACK & VEATCH CORPORATION,nan,nan,nan,not_traded,0.0,809
DIGITAL TECHNOLOGIES LLC,nan,nan,nan,not_traded,0.0,805
"ANSYS, INC.",SNPS,NASDAQ,"Synopsys, Inc.",manual,100.0,802
"CONFLUENT, INC.",CFLT,NASDAQ,"Confluent, Inc.",listing,100.0,802
"MSCI, INC.",MSCI,NYSE,MSCI Inc.,search,100.0,801
CONSULTADD INC.,nan,nan,nan,not_traded,0.0,798
"JUNIPER NETWORKS (US), INC.",HPE,NYSE,Hewlett Packard Enterprise Comp,manual,100.0,797
TEMPLE UNIVERSITY--A COMMONWEALTH UNIVERSITY,nan,nan,nan,not_traded,0.0,797
VASTEK INC.,nan,nan,nan,not_traded,0.0,797
INFOGAIN CORPORATION,nan,nan,nan,not_traded,0.0,795
MASSACHUSETTS MUTUAL LIFE INSURANCE COMPANY,nan,nan,nan,not_traded,0.0,794
"ZOOM VIDEO COMMUNICATIONS, INC.",ZM,NASDAQ,"Zoom Communications, Inc.",listing,100.0,790
"THE GAP, INC.",GAP,NYSE,"Gap, Inc. (The)",search,100.0,789
UNIVERSITY OF CONNECTICUT,nan,nan,nan,not_traded,0.0,789
CASE WESTERN RESERVE UNIVERSITY,,,,not_traded,0.0,781
"RUBRIK, INC.",RBRK,NYSE,"Rubrik, Inc.",search,100.0,779
SATIN SOLUTIONS LLC,,,,not_traded,0.0,776
ROBOTIC PROCESS AUTOMATION LLC,,,,not_traded,0.0,775
BOSTON SCIENTIFIC CORPORATION,BSX,NYSE,Boston Scientific Corporation,search,100.0,775
RBC CAPITAL MARKETS LLC,RY,NYSE,Royal Bank Of Canada,manual,100.0,775
CIBER GLOBAL LLC,LBTYA,NASDAQ,Liberty Global Ltd.,listing,84.0,773
KASTECH SOLUTIONS LLC,KMRK,NASDAQ,K-Tech Solutions Company Limite,listing,90.0,773
FUSION LIFE SCIENCES TECHNOLOGIES LLC,BTQ,NASDAQ,BTQ Technologies Corp.,listing,85.0,773
"7-ELEVEN, INC.",,,,not_traded,0.0,771
RSM US LLP,,,,not_traded,0.0,768
"CENTENE MANAGEMENT COMPANY, LLC",CNC,NYSE,Centene Corporation,manual,100.0,768
STRATEGIC RESOURCES INTERNATIONAL INC,MFI,NASDAQ,mF International Limited,listing,89.0,767
3I INFOTECH INC.,,,,not_traded,0.0,762
NISUM TECHNOLOGIES INC.,BTQ,NASDAQ,BTQ Technologies Corp.,listing,85.0,761
WEST VIRGINIA UNIVERSITY,,,,not_traded,0.0,753
COLLABORATE SOLUTIONS INC,nan,nan,nan,not_traded,0.0,749
THE UNIVERSITY OF TENNESSEE,nan,nan,nan,not_traded,0.0,748
AMERICAN EXPRESS COMPANY,AXP,NYSE,American Express Company,manual,100.0,747
NCR CORPORATION,VYX,NYSE,NCR Voyix Corporation,manual,100.0,745
"DIASPARK, INC.",,,,not_traded,0.0,745
ECONTENTI INC,,,,not_traded,0.0,745
YAHOO HOLDINGS INC.,NODK,NASDAQ,"NI Holdings, Inc.",listing,84.0,745
"F5, INC.",FFIV,NASDAQ,"F5, Inc.",listing,100.0,744
"TWO SIGMA INVESTMENTS, LP",SEIC,NASDAQ,SEI Investments Company,listing,84.0,743
"ATLASSIAN, INC.",TEAM,NASDAQ,Atlassian Corporation,listing,100.0,742
"TAKEDA DEVELOPMENT CENTER AMERICAS, INC.",BDCI,NASDAQ,BTC Development Corp.,listing,84.0,741
"SLK AMERICA, INC.",,,,not_traded,0.0,740
"PIONEER CONSULTING SERVICES, LLC",,,,not_traded,0.0,739
"AMERICAN FAMILY MUTUAL INSURANCE COMPANY, S.I.",,,,not_traded,0.0,739
"TWITCH INTERACTIVE, INC.",,,,not_found,0.0,738
HOME DEPOT MANAGEMENT COMPANY LLC,HD,NYSE,"Home Depot, Inc. (The)",manual,100.0,737
COSTCO WHOLESALE CORPORATION,COST,NASDAQ,Costco Wholesale Corporation,listing,100.0,737
CYMA SYSTEMS INC,,,,not_traded,0.0,734
OPEN AVENUES FOUNDATION,,,,not_traded,0.0,731
ASM AMERICA INC.,,,,not_traded,0.0,731
R2 TECHNOLOGIES CORPORATION,PRFX,NASDAQ,PRF Technologies Ltd.,listing,90.0,729
APPRIDAT SOLUTIONS LLC,,,,not_found,0.0,729
JACOBS ENGINEERING GROUP INC.,J,NYSE,Jacobs Solutions Inc.,manual,100.0,728
TIKTOK U.S. DATA SECURITY INC.,nan,nan,nan,not_traded,0.0,725
"SKYWORKS SOLUTIONS, INC.",SWKS,NASDAQ,"Skyworks Solutions, Inc.",listing,100.0,724
"GUIDEWIRE SOFTWARE, INC.",GWRE,NYSE,"Guidewire Software, Inc.",search,100.0,724
SAPPHIRE SOFTWARE SOLUTIONS INC.,,,,not_found,0.0,724
COVIDIEN LP,MDT,NYSE,Medtronic plc.,manual,100.0,719
SLK AMERICA INC,,,,not_traded,0.0,719
TEXAS TECH UNIVERSITY,,,,not_traded,0.0,719
"SEMICONDUCTOR COMPONENTS INDUSTRIES, LLC",ON,NASDAQ,ON Semiconductor Corporation,listing,89.0,718
MAHAUGHA LLC,,,,not_found,0.0,717
GEORGETOWN UNIVERSITY,,,,not_traded,0.0,715
"ITECH US, INC.",,,,not_found,0.0,714
CREDIT KARMA LLC,,,,not_found,0.0,714
TANISHA SYSTEMS INC,,,,not_found,0.0,713
"WESTERN UNION, LLC",WU,NYSE,Western Union Company (The),search,100.0,712
"FARMERS GROUP, INC.",,,,not_found,0.0,712
ARUP LABORATORIES,,,,not_found,0.0,712
COFORGE LIMITED F/K/A NIIT TECHNOLOGIES LIMITED,nan,nan,nan,not_traded,0.0,711
"KELLY SERVICES, INC.",KELYA,NASDAQ,"Kelly Services, Inc.",listing,100.0,711
INFOSTRETCH CORPORATION,,,,not_found,0.0,708
"SLALOM, INC.",nan,nan,nan,not_traded,0.0,708
UNITED SERVICES AUTOMOBILE ASSOCIATION,,,,not_found,0.0,706
UNIVERSITY OF PITTSBURGH PHYSICIANS,nan,nan,nan,not_traded,0.0,706
EALEARN INC,,,,not_found,0.0,702
NOVARTIS PHARMACEUTICALS CORPORATION,LBRX,NASDAQ,LB Pharmaceuticals Inc,listing,90.0,699
COGNIZANT WORLDWIDE LIMITED,CTSH,NASDAQ,Cognizant Technology Solutions,manual,100.0,699
THE FLORIDA STATE UNIVERSITY,nan,nan,nan,not_traded,0.0,699
ALTIMETRIK CORP.,,,,not_found,0.0,697
ALBERT EINSTEIN COLLEGE OF MEDICINE,,,,not_found,0.0,697
UNIVERSITY OF TEXAS HEALTH SCIENCE CENTER AT SAN ANTONIO,nan,nan,nan,not_traded,0.0,695
FIDELITY BROKERAGE SERVICES LLC,,,,not_found,0.0,694
MARLABS LLC,nan,nan,nan,not_traded,0.0,693
"KEYSIGHT TECHNOLOGIES, INC.",FRGT,NASDAQ,"Freight Technologies, Inc.",listing,87.0,693
"DOTCOM TEAM, LLC",,,,not_found,0.0,693
"MONGODB, INC.",MDB,NASDAQ,"MongoDB, Inc.",listing,100.0,692
"BROADRIDGE FINANCIAL SOLUTIONS, INC.",BVFL,NASDAQ,"BV Financial, Inc.",listing,85.0,692
"SQUARE, INC.",OXSQ,NASDAQ,Oxford Square Capital Corp.,listing,100.0,691
"MARKIT NORTH AMERICA, INC.",SPGI,NYSE,S&P Global Inc.,manual,100.0,691
"STRATEGIC STAFFING SOLUTIONS, L.C.",,,,not_found,0.0,690
ETOUCH SYSTEMS CORPORATION,,,,not_found,0.0,689
QUALCOMM INCORPORATED,QCOM,NASDAQ,QUALCOMM Incorporated,listing,100.0,689
"ARIBA, INC.",SAP,NYSE,SAP  SE,manual,100.0,688
MOTIONAL AD INC.,,,,not_found,0.0,688
CAPRUS IT INC,,,,not_found,0.0,687
"NUTANIX, INC.",NTNX,NASDAQ,"Nutanix, Inc.",listing,100.0,687
ARCHER DANIELS MIDLAND COMPANY,ADM,NYSE,Archer-Daniels-Midland Company,search,100.0,686
"MOODY'S INVESTORS SERVICE, INC.",,,,not_found,0.0,686
"HUBSPOT, INC.",HUBS,NYSE,"HubSpot, Inc.",search,100.0,686
CEPHEID,DHR,NYSE,Danaher Corporation,manual,100.0,684
"ALTAIR PRODUCTDESIGN, INC.",,,,not_found,0.0,683
"CLOUDFLARE, INC.",NET,NYSE,"Cloudflare, Inc.",search,100.0,682
FIRST CITIZENS BANK AND TRUST CO.,BFC,NASDAQ,Bank First Corporation,listing,100.0,681
"RIOT GAMES, INC.",,,,not_found,0.0,679
ALPHA NET CONSULTING LLC,,,,not_found,0.0,677
"KYYBA, INC.",,,,not_found,0.0,675
"PYRAMID CONSULTING, INC.",,,,not_found,0.0,674
AMERICAN GENERAL LIFE INSURANCE COMPANY,AIG,NYSE,"American International Group, I",manual,100.0,674
"HOME DEPOT PRODUCT AUTHORITY, LLC",HD,NYSE,"Home Depot, Inc. (The)",manual,100.0,673
"SYSTEMS TECHNOLOGY GROUP, INC.",MAPS,NASDAQ,"WM Technology, Inc.",listing,86.0,673
"ASTIR IT SOLUTIONS, INC",,,,not_found,0.0,672
"DOCUSIGN, INC.",DOCU,NASDAQ,"DocuSign, Inc.",listing,100.0,671
CITY NATIONAL BANK,,,,not_found,0.0,671
"UNIVERSITY OF CALIFORNIA, IRVINE",nan,nan,nan,not_traded,0.0,670
HARMONY PUBLIC SCHOOLS,,,,not_found,0.0,670
EVEREST CONSULTING GROUP INC.,HURN,NASDAQ,Huron Consulting Group Inc.,listing,84.0,668
"BOX, INC.",JACK,NASDAQ,Jack In The Box Inc.,listing,100.0,665
BROADCOM CORPORATION,AVGO,NASDAQ,Broadcom Inc.,listing,100.0,663
VANDERBILT UNIVERSITY MEDICAL CENTER,,,,not_found,0.0,662
COOLSOFT LLC,,,,not_found,0.0,661
BITWISE INC.,,,,not_found,0.0,661
"ASML US, LLC",ASML,NASDAQ,ASML Holding N.V. - New York Re,manual,100.0,660
BROWN UNIVERSITY,,,,not_found,0.0,659
COGNIER INC,,,,not_found,0.0,658
WHIRLPOOL CORPORATION,WHR,NYSE,Whirlpool Corporation,search,100.0,658
"BDO USA, LLP",,,,not_found,0.0,652
EATEAM INC,,,,not_found,0.0,652
UNIVERSITY OF OKLAHOMA,nan,nan,nan,not_traded,0.0,652
LPL FINANCIAL LLC,LPLA,NASDAQ,LPL Financial Holdings Inc.,listing,100.0,650
DEERE AND COMPANY,DE,NYSE,Deere & Company,manual,100.0,647
"INSIGHT GLOBAL, LLC",,,,not_found,0.0,646
AVCO CONSULTING INC.,,,,not_found,0.0,639
DISH WIRELESS LLC,SATS,NASDAQ,EchoStar Corporation,manual,100.0,639
IQVIA RDS INC.,IQV,NYSE,"IQVIA Holdings, Inc.",manual,100.0,638
DENVER PUBLIC SCHOOLS DISTRICT 1,,,,not_found,0.0,637
"ORACLE FINANCIAL SERVICES SOFTWARE, INC.",CBFV,NASDAQ,"CB Financial Services, Inc.",listing,92.0,637
"FERMI RESEARCH ALLIANCE, LLC",FRMI,NASDAQ,Fermi Inc.,listing,100.0,636
"ALLIANCE FOR SUSTAINABLE ENERGY, LLC",,,,not_found,0.0,636
"THE VANGUARD GROUP, INC.",nan,nan,nan,not_traded,0.0,635
SWANKTEK INC,,,,not_found,0.0,634
THE HUNTINGTON NATIONAL BANK,HBAN,NASDAQ,Huntington Bancshares Incorpora,manual,100.0,633
"RAYMOND JAMES & ASSOCIATES, INC.",RJF,NYSE,"Raymond James Financial, Inc.",manual,100.0,630
"CALIFORNIA CREATIVE SOLUTIONS, INC.",,,,not_found,0.0,629
CEDARS-SINAI MEDICAL CENTER,,,,not_found,0.0,628
UNIVERSITY OF SOUTH FLORIDA,nan,nan,nan,not_traded,0.0,628
THE VERITAS HEALTHCARE SOLUTIONS LLC,,,,not_found,0.0,627
"BAIN & COMPANY, INC.",nan,nan,nan,not_traded,0.0,626
NAVY FEDERAL CREDIT UNION,,,,not_found,0.0,626
FEDERAL SOFT SYSTEMS INC,,,,not_found,0.0,625
KANAP SYSTEMS LLC,,,,not_found,0.0,624
NEW YORK LIFE INSURANCE COMPANY,,,,not_found,0.0,623
"GSPANN TECHNOLOGIES, INC.",BTQ,NASDAQ,BTQ Technologies Corp.,listing,85.0,622
"SIEMENS INDUSTRY, INC.",,,,not_found,0.0,622
UNIVERSITY OF CALIFORNIA AT SANTA BARBARA,nan,nan,nan,not_traded,0.0,621
